#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
68,03-17-2023 21:30:00,3.86,74.32,-0.29,,
69,03-17-2023 21:40:00,3.88,60.39,-3.08,,
70,03-17-2023 21:50:00,3.83,65.61,-2.02,,
71,03-17-2023 22:00:00,3.86,74.99,-0.16,,
72,03-17-2023 22:10:00,3.80,64.06,-2.36,,
73,03-17-2023 22:20:00,3.76,68.41,-1.51,,
74,03-17-2023 22:30:00,3.78,75.34,-0.17,,
75,03-17-2023 22:40:00,3.78,64.51,-2.29,,
76,03-17-2023 22:50:00,3.76,62.57,-2.72,,
77,03-17-2023 23:00:00,3.76,75.24,-0.21,,
78,03-17-2023 23:10:00,3.83,60.13,-3.19,,
79,03-17-2023 23:20:00,3.77,67.05,-1.77,,
80,03-17-2023 23:30:00,3.83,75.86,-0.04,,
81,03-17-2023 23:40:00,3.78,64.74,-2.24,,
82,03-17-2023 23:50:00,3.72,68.67,-1.50,,
83,03-18-2023 00:00:00,3.75,75.74,-0.13,,
84,03-18-2023 00:10:00,3.76,64.20,-2.37,,
85,03-18-2023 00:20:00,3.70,63.26,-2.63,,
86,03-18-2023 00:30:00,3.74,75.43,-0.20,,
87,03-18-2023 00:40:00,3.77,60.26,-3.21,,
88,03-18-2023 00:50:00,3.72,66.64,-1.91,,
89,03-18-2023 01:00:00,3.76,76.10,-0.05,,
90,03-18-2023 01:10:00,3.75,65.01,-2.21,,
91,03-18-2023 01:20:00,3.67,68.99,-1.49,,
92,03-18-2023 01:30:00,3.73,75.17,-0.25,,
93,03-18-2023 01:40:00,3.74,65.09,-2.21,,
94,03-18-2023 01:50:00,3.72,64.36,-2.38,,
95,03-18-2023 02:00:00,3.75,74.81,-0.30,,
96,03-18-2023 02:10:00,3.74,61.02,-3.08,,
97,03-18-2023 02:20:00,3.65,67.32,-1.83,,
98,03-18-2023 02:30:00,3.72,75.65,-0.18,,
99,03-18-2023 02:40:00,3.71,64.79,-2.30,,
100,03-18-2023 02:50:00,3.65,69.03,-1.49,,
101,03-18-2023 03:00:00,3.71,74.88,-0.33,,
102,03-18-2023 03:10:00,3.71,64.88,-2.28,,
103,03-18-2023 03:20:00,3.68,64.79,-2.33,,
104,03-18-2023 03:30:00,3.72,73.71,-0.53,,
105,03-18-2023 03:40:00,3.72,60.81,-3.14,,
106,03-18-2023 03:50:00,3.64,66.85,-1.94,,
107,03-18-2023 04:00:00,3.71,74.94,-0.32,,
108,03-18-2023 04:10:00,3.68,64.64,-2.36,,
109,03-18-2023 04:20:00,3.64,70.11,-1.29,,
110,03-18-2023 04:30:00,3.69,74.03,-0.51,,
111,03-18-2023 04:40:00,3.68,64.95,-2.30,,
112,03-18-2023 04:50:00,3.70,64.67,-2.33,,
113,03-18-2023 05:00:00,3.69,72.04,-0.88,,
114,03-18-2023 05:10:00,3.72,60.86,-3.13,,
115,03-18-2023 05:20:00,3.64,66.94,-1.92,,
116,03-18-2023 05:30:00,3.70,74.65,-0.38,,
117,03-18-2023 05:40:00,3.67,65.11,-2.27,,
118,03-18-2023 05:50:00,3.62,70.10,-1.31,,
119,03-18-2023 06:00:00,3.68,73.23,-0.66,,
120,03-18-2023 06:10:00,3.65,65.43,-2.22,,
121,03-18-2023 06:20:00,3.70,64.54,-2.36,,
122,03-18-2023 06:30:00,3.69,71.29,-1.02,,
123,03-18-2023 06:40:00,3.73,61.21,-3.04,,
124,03-18-2023 06:50:00,3.67,67.18,-1.85,,
125,03-18-2023 07:00:00,3.68,73.67,-0.58,,
126,03-18-2023 07:10:00,3.68,65.27,-2.23,,
127,03-18-2023 07:20:00,3.61,69.59,-1.42,,
128,03-18-2023 07:30:00,3.67,73.13,-0.69,,
129,03-18-2023 07:40:00,3.68,65.24,-2.24,,
130,03-18-2023 07:50:00,3.65,64.56,-2.40,,
131,03-18-2023 08:00:00,3.69,70.53,-1.17,,
132,03-18-2023 08:10:00,4.51,59.06,-2.78,,
133,03-18-2023 08:20:00,4.76,62.23,-1.85,,
134,03-18-2023 08:30:00,4.88,66.25,-0.88,,
135,03-18-2023 08:40:00,4.91,60.65,-2.05,,
136,03-18-2023 08:50:00,4.91,62.87,-1.56,,
137,03-18-2023 09:00:00,4.91,65.67,-0.97,,
138,03-18-2023 09:10:00,4.94,60.28,-2.10,,
139,03-18-2023 09:20:00,4.94,59.10,-2.37,,
140,03-18-2023 09:30:00,4.95,62.21,-1.67,,
141,03-18-2023 09:40:00,5.05,56.29,-2.93,,
142,03-18-2023 09:50:00,4.96,61.27,-1.86,,
143,03-18-2023 10:00:00,4.97,64.79,-1.09,,
144,03-18-2023 10:10:00,5.01,60.23,-2.06,,
145,03-18-2023 10:20:00,4.96,62.55,-1.58,,
146,03-18-2023 10:30:00,4.95,65.34,-1.00,,
147,03-18-2023 10:40:00,5.02,60.02,-2.09,,
148,03-18-2023 10:50:00,5.00,58.99,-2.35,,
149,03-18-2023 11:00:00,5.03,62.24,-1.59,,
150,03-18-2023 11:10:00,5.04,55.48,-3.13,,
151,03-18-2023 11:20:00,5.00,61.30,-1.83,,
152,03-18-2023 11:30:00,5.00,64.81,-1.07,,
153,03-18-2023 11:40:00,5.01,59.29,-2.27,,
154,03-18-2023 11:50:00,5.00,62.27,-1.61,,
155,03-18-2023 12:00:00,5.00,64.70,-1.09,,
156,03-18-2023 12:10:00,4.98,60.25,-2.07,,
157,03-18-2023 12:20:00,5.00,59.31,-2.27,,
158,03-18-2023 12:30:00,5.02,61.25,-1.82,,
159,03-18-2023 12:40:00,5.04,56.30,-2.93,,
160,03-18-2023 12:50:00,5.00,60.22,-2.07,,
161,03-18-2023 13:00:00,4.95,64.13,-1.26,,
162,03-18-2023 13:10:00,5.00,59.50,-2.23,,
163,03-18-2023 13:20:00,5.00,61.92,-1.69,,
164,03-18-2023 13:30:00,5.00,64.81,-1.07,,
165,03-18-2023 13:40:00,5.00,60.10,-2.09,,
166,03-18-2023 13:50:00,5.00,58.70,-2.41,,
167,03-18-2023 14:00:00,5.00,60.84,-1.93,,
168,03-18-2023 14:10:00,5.05,55.64,-3.08,,
169,03-18-2023 14:20:00,4.98,60.84,-1.94,,
170,03-18-2023 14:30:00,5.00,63.70,-1.30,,
171,03-18-2023 14:40:00,5.05,59.88,-2.09,,
172,03-18-2023 14:50:00,5.02,61.30,-1.81,,
173,03-18-2023 15:00:00,5.00,64.11,-1.22,,
174,03-18-2023 15:10:00,5.04,59.70,-2.14,,
175,03-18-2023 15:20:00,5.03,58.66,-2.39,,
176,03-18-2023 15:30:00,5.00,61.09,-1.87,,
177,03-18-2023 15:40:00,5.06,56.00,-2.98,,
178,03-18-2023 15:50:00,5.02,59.83,-2.13,,
179,03-18-2023 16:00:00,5.02,63.82,-1.26,,
180,03-18-2023 16:10:00,5.02,59.46,-2.22,,
181,03-18-2023 16:20:00,5.04,62.14,-1.60,,
182,03-18-2023 16:30:00,5.02,64.04,-1.21,,
183,03-18-2023 16:40:00,5.03,59.82,-2.13,,
184,03-18-2023 16:50:00,5.05,58.53,-2.40,,
185,03-18-2023 17:00:00,5.04,60.93,-1.87,,
186,03-18-2023 17:10:00,5.06,55.84,-3.02,,
187,03-18-2023 17:20:00,5.06,60.30,-1.99,,
188,03-18-2023 17:30:00,5.02,63.68,-1.29,,
189,03-18-2023 17:40:00,5.03,59.12,-2.29,,
190,03-18-2023 17:50:00,5.01,62.11,-1.64,,
191,03-18-2023 18:00:00,5.00,64.45,-1.14,,
192,03-18-2023 18:10:00,5.01,59.86,-2.14,,
193,03-18-2023 18:20:00,5.02,57.47,-2.68,,
194,03-18-2023 18:30:00,5.03,60.69,-1.93,,
195,03-18-2023 18:40:00,5.07,55.52,-3.09,,
196,03-18-2023 18:50:00,5.00,60.46,-2.01,,
197,03-18-2023 19:00:00,5.00,63.84,-1.28,,
198,03-18-2023 19:10:00,5.02,59.61,-2.18,,
199,03-18-2023 19:20:00,5.00,62.01,-1.67,,
200,03-18-2023 19:30:00,5.02,62.99,-1.44,,
201,03-18-2023 19:40:00,5.02,58.27,-2.49,,
202,03-18-2023 19:50:00,5.03,57.89,-2.57,,
203,03-18-2023 20:00:00,5.02,60.54,-1.98,,
204,03-18-2023 20:10:00,4.33,57.62,-3.29,,
205,03-18-2023 20:20:00,4.00,64.14,-2.16,,
206,03-18-2023 20:30:00,3.83,68.60,-1.41,,
207,03-18-2023 20:40:00,3.82,64.78,-2.20,,
208,03-18-2023 20:50:00,3.77,66.72,-1.84,,
209,03-18-2023 21:00:00,3.73,68.99,-1.43,,
210,03-18-2023 21:10:00,3.75,64.48,-2.32,,
211,03-18-2023 21:20:00,3.74,62.32,-2.79,,
212,03-18-2023 21:30:00,3.72,66.60,-1.92,,
213,03-18-2023 21:40:00,3.75,60.00,-3.29,,
214,03-18-2023 21:50:00,3.71,65.43,-2.17,,
215,03-18-2023 22:00:00,3.67,69.49,-1.39,,
216,03-18-2023 22:10:00,3.72,65.59,-2.12,,
217,03-18-2023 22:20:00,3.70,67.33,-1.79,,
218,03-18-2023 22:30:00,3.67,68.70,-1.55,,
219,03-18-2023 22:40:00,3.69,65.41,-2.19,,
220,03-18-2023 22:50:00,3.70,62.82,-2.73,,
221,03-18-2023 23:00:00,3.72,66.53,-1.93,,
222,03-18-2023 23:10:00,3.75,61.80,-2.90,,
223,03-18-2023 23:20:00,3.68,65.84,-2.11,,
224,03-18-2023 23:30:00,3.65,69.92,-1.32,,
225,03-18-2023 23:40:00,3.69,66.10,-2.05,,
226,03-18-2023 23:50:00,3.64,67.65,-1.78,,
227,03-19-2023 00:00:00,3.67,68.91,-1.51,,
228,03-19-2023 00:10:00,3.69,67.29,-1.81,,
229,03-19-2023 00:20:00,3.68,62.58,-2.80,,
230,03-19-2023 00:30:00,3.70,66.34,-1.99,,
231,03-19-2023 00:40:00,3.71,64.17,-2.43,,
232,03-19-2023 00:50:00,3.67,65.47,-2.20,,
233,03-19-2023 01:00:00,3.67,70.00,-1.29,,
234,03-19-2023 01:10:00,3.68,67.94,-1.69,,
235,03-19-2023 01:20:00,3.64,67.47,-1.81,,
236,03-19-2023 01:30:00,3.59,69.14,-1.53,,
237,03-19-2023 01:40:00,3.67,69.63,-1.36,,
238,03-19-2023 01:50:00,3.68,62.86,-2.74,,
239,03-19-2023 02:00:00,3.69,66.46,-1.98,,
240,03-19-2023 02:10:00,3.71,66.62,-1.92,,
241,03-19-2023 02:20:00,3.65,65.55,-2.19,,
242,03-19-2023 02:30:00,3.65,69.74,-1.35,,
243,03-19-2023 02:40:00,3.67,69.90,-1.31,,
244,03-19-2023 02:50:00,3.62,67.86,-1.76,,
245,03-19-2023 03:00:00,3.63,68.75,-1.57,,
246,03-19-2023 03:10:00,3.65,71.82,-0.95,,
247,03-19-2023 03:20:00,3.69,62.74,-2.75,,
248,03-19-2023 03:30:00,3.67,66.42,-2.01,,
249,03-19-2023 03:40:00,3.68,68.86,-1.51,,
250,03-19-2023 03:50:00,3.67,65.40,-2.21,,
251,03-19-2023 04:00:00,3.64,69.99,-1.31,,
252,03-19-2023 04:10:00,3.67,72.16,-0.88,,
253,03-19-2023 04:20:00,3.64,67.68,-1.77,,
254,03-19-2023 04:30:00,3.63,69.21,-1.48,,
255,03-19-2023 04:40:00,3.63,73.64,-0.63,,
256,03-19-2023 04:50:00,3.68,63.12,-2.68,,
257,03-19-2023 05:00:00,3.68,66.35,-2.01,,
258,03-19-2023 05:10:00,3.69,71.23,-1.03,,
259,03-19-2023 05:20:00,3.63,65.37,-2.25,,
260,03-19-2023 05:30:00,3.64,69.95,-1.32,,
261,03-19-2023 05:40:00,3.67,74.00,-0.53,,
262,03-19-2023 05:50:00,3.61,67.49,-1.84,,
263,03-19-2023 06:00:00,3.62,69.17,-1.50,,
264,03-19-2023 06:10:00,3.67,75.05,-0.34,,
265,03-19-2023 06:20:00,3.67,62.46,-2.83,,
266,03-19-2023 06:30:00,3.67,66.41,-2.01,,
267,03-19-2023 06:40:00,3.69,73.38,-0.63,,
268,03-19-2023 06:50:00,3.62,65.49,-2.24,,
269,03-19-2023 07:00:00,3.60,70.07,-1.34,,
270,03-19-2023 07:10:00,3.63,75.58,-0.27,,
271,03-19-2023 07:20:00,3.62,66.98,-1.93,,
272,03-19-2023 07:30:00,3.59,69.40,-1.48,,
273,03-19-2023 07:40:00,3.67,76.25,-0.12,,
274,03-19-2023 07:50:00,3.65,63.46,-2.63,,
275,03-19-2023 08:00:00,3.68,66.30,-2.02,,
276,03-19-2023 08:10:00,4.49,72.82,0.05,,
277,03-19-2023 08:20:00,4.77,60.43,-2.23,,
278,03-19-2023 08:30:00,4.81,64.33,-1.34,,
279,03-19-2023 08:40:00,4.88,71.57,0.18,,
280,03-19-2023 08:50:00,4.93,61.91,-1.75,,
281,03-19-2023 09:00:00,4.88,63.68,-1.42,,
282,03-19-2023 09:10:00,4.95,70.31,0.01,,
283,03-19-2023 09:20:00,4.98,57.81,-2.63,,
284,03-19-2023 09:30:00,5.00,60.04,-2.11,,
285,03-19-2023 09:40:00,5.00,70.70,0.12,,
286,03-19-2023 09:50:00,4.98,59.75,-2.18,,
287,03-19-2023 10:00:00,4.94,63.17,-1.47,,
288,03-19-2023 10:10:00,4.95,71.58,0.25,,
289,03-19-2023 10:20:00,4.98,60.98,-1.91,,
290,03-19-2023 10:30:00,4.98,63.17,-1.43,,
291,03-19-2023 10:40:00,5.02,68.65,-0.26,,
292,03-19-2023 10:50:00,5.01,56.92,-2.82,,
293,03-19-2023 11:00:00,4.95,59.58,-2.25,,
294,03-19-2023 11:10:00,5.00,69.93,-0.03,,
295,03-19-2023 11:20:00,5.00,59.43,-2.25,,
296,03-19-2023 11:30:00,4.96,63.01,-1.48,,
297,03-19-2023 11:40:00,4.98,70.69,0.11,,
298,03-19-2023 11:50:00,5.00,60.49,-2.01,,
299,03-19-2023 12:00:00,4.98,62.52,-1.57,,
300,03-19-2023 12:10:00,5.07,67.84,-0.37,,
301,03-19-2023 12:20:00,5.03,58.05,-2.53,,
302,03-19-2023 12:30:00,5.00,59.05,-2.33,,
303,03-19-2023 12:40:00,5.03,69.26,-0.13,,
304,03-19-2023 12:50:00,5.00,60.12,-2.09,,
305,03-19-2023 13:00:00,5.00,63.31,-1.39,,
306,03-19-2023 13:10:00,5.01,70.41,0.08,,
307,03-19-2023 13:20:00,5.00,60.99,-1.90,,
308,03-19-2023 13:30:00,4.98,62.47,-1.58,,
309,03-19-2023 13:40:00,5.06,65.04,-0.96,,
310,03-19-2023 13:50:00,5.00,56.62,-2.90,,
311,03-19-2023 14:00:00,5.04,59.37,-2.22,,
312,03-19-2023 14:10:00,5.06,67.60,-0.43,,
313,03-19-2023 14:20:00,5.06,59.29,-2.22,,
314,03-19-2023 14:30:00,5.01,62.57,-1.54,,
315,03-19-2023 14:40:00,5.00,68.74,-0.26,,
316,03-19-2023 14:50:00,5.00,60.53,-2.00,,
317,03-19-2023 15:00:00,5.00,63.44,-1.36,,
318,03-19-2023 15:10:00,5.03,64.31,-1.14,,
319,03-19-2023 15:20:00,5.01,57.80,-2.61,,
320,03-19-2023 15:30:00,5.02,58.89,-2.35,,
321,03-19-2023 15:40:00,5.05,65.70,-0.83,,
322,03-19-2023 15:50:00,5.00,59.20,-2.30,,
323,03-19-2023 16:00:00,4.97,61.78,-1.74,,
324,03-19-2023 16:10:00,5.01,67.89,-0.42,,
325,03-19-2023 16:20:00,5.02,60.63,-1.95,,
326,03-19-2023 16:30:00,4.97,62.63,-1.56,,
327,03-19-2023 16:40:00,5.05,64.10,-1.17,,
328,03-19-2023 16:50:00,5.03,57.74,-2.60,,
329,03-19-2023 17:00:00,5.05,59.19,-2.25,,
330,03-19-2023 17:10:00,5.05,65.30,-0.92,,
331,03-19-2023 17:20:00,5.06,59.38,-2.20,,
332,03-19-2023 17:30:00,5.04,61.99,-1.63,,
333,03-19-2023 17:40:00,5.01,66.90,-0.63,,
334,03-19-2023 17:50:00,5.04,60.73,-1.91,,
335,03-19-2023 18:00:00,5.06,62.33,-1.54,,
336,03-19-2023 18:10:00,5.08,62.68,-1.44,,
337,03-19-2023 18:20:00,5.05,57.64,-2.61,,
338,03-19-2023 18:30:00,5.06,58.66,-2.36,,
339,03-19-2023 18:40:00,5.06,63.96,-1.19,,
340,03-19-2023 18:50:00,5.06,59.09,-2.26,,
341,03-19-2023 19:00:00,5.02,62.54,-1.53,,
342,03-19-2023 19:10:00,5.02,65.70,-0.86,,
343,03-19-2023 19:20:00,5.05,60.40,-1.97,,
344,03-19-2023 19:30:00,5.00,62.29,-1.61,,
345,03-19-2023 19:40:00,5.04,62.19,-1.59,,
346,03-19-2023 19:50:00,5.06,56.85,-2.78,,
347,03-19-2023 20:00:00,5.03,58.72,-2.38,,
348,03-19-2023 20:10:00,4.31,67.17,-1.24,,
349,03-19-2023 20:20:00,3.98,63.11,-2.40,,
350,03-19-2023 20:30:00,3.79,67.87,-1.59,,
351,03-19-2023 20:40:00,3.78,72.07,-0.78,,
352,03-19-2023 20:50:00,3.75,65.50,-2.11,,
353,03-19-2023 21:00:00,3.73,67.91,-1.64,,
354,03-19-2023 21:10:00,3.75,67.47,-1.71,,
355,03-19-2023 21:20:00,3.72,61.63,-2.96,,
356,03-19-2023 21:30:00,3.74,64.20,-2.39,,
357,03-19-2023 21:40:00,3.74,70.84,-1.06,,
358,03-19-2023 21:50:00,3.73,63.82,-2.48,,
359,03-19-2023 22:00:00,3.68,67.87,-1.70,,
360,03-19-2023 22:10:00,3.71,72.03,-0.86,,
361,03-19-2023 22:20:00,3.72,66.26,-1.99,,
362,03-19-2023 22:30:00,3.65,68.49,-1.60,,
363,03-19-2023 22:40:00,3.71,68.34,-1.58,,
364,03-19-2023 22:50:00,3.72,62.46,-2.78,,
365,03-19-2023 23:00:00,3.72,63.87,-2.48,,
366,03-19-2023 23:10:00,3.70,69.33,-1.39,,
367,03-19-2023 23:20:00,3.70,64.18,-2.44,,
368,03-19-2023 23:30:00,3.65,68.19,-1.66,,
369,03-19-2023 23:40:00,3.67,72.02,-0.90,,
370,03-19-2023 23:50:00,3.67,66.30,-2.03,,
371,03-20-2023 00:00:00,3.64,68.38,-1.63,,
372,03-20-2023 00:10:00,3.72,67.28,-1.78,,
373,03-20-2023 00:20:00,3.69,62.44,-2.82,,
374,03-20-2023 00:30:00,3.71,64.17,-2.43,,
375,03-20-2023 00:40:00,3.70,69.64,-1.33,,
376,03-20-2023 00:50:00,3.71,64.35,-2.39,,
377,03-20-2023 01:00:00,3.67,68.10,-1.67,,
378,03-20-2023 01:10:00,3.67,71.30,-1.04,,
379,03-20-2023 01:20:00,3.67,66.76,-1.94,,
380,03-20-2023 01:30:00,3.65,68.32,-1.63,,
381,03-20-2023 01:40:00,3.68,67.10,-1.86,,
382,03-20-2023 01:50:00,3.70,61.88,-2.93,,
383,03-20-2023 02:00:00,3.68,64.76,-2.34,,
384,03-20-2023 02:10:00,3.71,69.29,-1.39,,
385,03-20-2023 02:20:00,3.68,64.54,-2.38,,
386,03-20-2023 02:30:00,3.63,67.87,-1.74,,
387,03-20-2023 02:40:00,3.67,71.21,-1.06,,
388,03-20-2023 02:50:00,3.68,66.51,-1.98,,
389,03-20-2023 03:00:00,3.61,68.58,-1.62,,
390,03-20-2023 03:10:00,3.67,66.86,-1.91,,
391,03-20-2023 03:20:00,3.68,62.14,-2.89,,
392,03-20-2023 03:30:00,3.68,64.14,-2.47,,
393,03-20-2023 03:40:00,3.63,69.35,-1.45,,
394,03-20-2023 03:50:00,3.68,64.95,-2.30,,
395,03-20-2023 04:00:00,3.68,67.82,-1.71,,
396,03-20-2023 04:10:00,3.62,71.35,-1.07,,
397,03-20-2023 04:20:00,3.65,66.72,-1.95,,
398,03-20-2023 04:30:00,3.60,68.26,-1.70,,
399,03-20-2023 04:40:00,3.65,66.23,-2.05,,
400,03-20-2023 04:50:00,3.69,62.20,-2.87,,
401,03-20-2023 05:00:00,3.70,63.69,-2.54,,
402,03-20-2023 05:10:00,3.64,69.60,-1.39,,
403,03-20-2023 05:20:00,3.68,64.67,-2.35,,
404,03-20-2023 05:30:00,3.62,68.03,-1.72,,
405,03-20-2023 05:40:00,3.61,71.01,-1.15,,
406,03-20-2023 05:50:00,3.64,65.99,-2.11,,
407,03-20-2023 06:00:00,3.62,68.06,-1.71,,
408,03-20-2023 06:10:00,3.69,66.50,-1.97,,
409,03-20-2023 06:20:00,3.67,62.11,-2.91,,
410,03-20-2023 06:30:00,3.67,63.38,-2.64,,
411,03-20-2023 06:40:00,3.63,70.30,-1.26,,
412,03-20-2023 06:50:00,3.68,64.47,-2.40,,
413,03-20-2023 07:00:00,3.61,68.20,-1.70,,
414,03-20-2023 07:10:00,3.62,71.08,-1.12,,
415,03-20-2023 07:20:00,3.65,66.64,-1.97,,
416,03-20-2023 07:30:00,3.64,68.01,-1.70,,
417,03-20-2023 07:40:00,3.68,66.58,-1.96,,
418,03-20-2023 07:50:00,3.67,61.85,-2.97,,
419,03-20-2023 08:00:00,3.67,64.32,-2.44,,
420,03-20-2023 08:10:00,4.45,66.24,-1.29,,
421,03-20-2023 08:20:00,4.77,60.94,-2.12,,
422,03-20-2023 08:30:00,4.86,62.74,-1.64,,
423,03-20-2023 08:40:00,4.89,65.63,-1.00,,
424,03-20-2023 08:50:00,4.95,61.42,-1.84,,
425,03-20-2023 09:00:00,4.95,62.28,-1.65,,
426,03-20-2023 09:10:00,4.94,61.71,-1.79,,
427,03-20-2023 09:20:00,4.95,58.36,-2.53,,
428,03-20-2023 09:30:00,5.01,58.93,-2.35,,
429,03-20-2023 09:40:00,4.98,63.75,-1.31,,
430,03-20-2023 09:50:00,5.02,59.84,-2.13,,
431,03-20-2023 10:00:00,4.97,61.57,-1.79,,
432,03-20-2023 10:10:00,4.93,65.35,-1.02,,
433,03-20-2023 10:20:00,5.02,61.81,-1.69,,
434,03-20-2023 10:30:00,4.97,61.96,-1.70,,
435,03-20-2023 10:40:00,5.01,60.90,-1.91,,
436,03-20-2023 10:50:00,5.00,60.25,-2.06,,
437,03-20-2023 11:00:00,5.03,58.22,-2.49,,
438,03-20-2023 11:10:00,5.00,63.50,-1.35,,
439,03-20-2023 11:20:00,4.98,61.94,-1.70,,
440,03-20-2023 11:30:00,5.01,61.70,-1.73,,
441,03-20-2023 11:40:00,5.00,65.27,-0.97,,
442,03-20-2023 11:50:00,5.08,62.76,-1.43,,
443,03-20-2023 12:00:00,5.04,61.89,-1.66,,
444,03-20-2023 12:10:00,5.02,60.46,-1.99,,
445,03-20-2023 12:20:00,5.02,63.27,-1.38,,
446,03-20-2023 12:30:00,5.04,58.19,-2.49,,
447,03-20-2023 12:40:00,5.00,63.65,-1.32,,
448,03-20-2023 12:50:00,5.04,64.15,-1.17,,
449,03-20-2023 13:00:00,5.00,61.29,-1.83,,
450,03-20-2023 13:10:00,4.92,66.06,-0.88,,
451,03-20-2023 13:20:00,5.04,65.00,-0.99,,
452,03-20-2023 13:30:00,5.01,61.69,-1.73,,
453,03-20-2023 13:40:00,5.02,61.04,-1.86,,
454,03-20-2023 13:50:00,5.00,65.76,-0.87,,
455,03-20-2023 14:00:00,5.02,58.42,-2.46,,
456,03-20-2023 14:10:00,5.01,62.83,-1.48,,
457,03-20-2023 14:20:00,5.01,65.63,-0.89,,
458,03-20-2023 14:30:00,4.96,60.60,-2.01,,
459,03-20-2023 14:40:00,4.97,65.11,-1.03,,
460,03-20-2023 14:50:00,5.02,66.59,-0.68,,
461,03-20-2023 15:00:00,5.02,62.02,-1.65,,
462,03-20-2023 15:10:00,5.02,60.58,-1.97,,
463,03-20-2023 15:20:00,5.04,67.54,-0.46,,
464,03-20-2023 15:30:00,5.05,58.04,-2.51,,
